t Density Sender Receiver Contagion Reciprocity ContagionReciprocity EgoInTwoStar EgoOutTwoStar MixedTwoStar TransitiveTriangleT1 oOc.sport oOc.drugs oOc.alcohol MixedTwoStarSource MixedTwoStarSink TransitiveTriangleT3 TransitiveTriangleD1 TransitiveTriangleU1 CyclicTriangleC1 CyclicTriangleC3 AlterInTwoStar2 AlterOutTwoStar2 acceptance_rate
22000 21.0 52.0 49.0 31.0 32.0 8.0 67.0 47.0 105.0 32.0 36.0 38.0 65.0 113.0 95.0 15.0 37.0 32.0 21.0 2.0 23.0 46.0 0.252
23000 18.0 48.0 42.0 23.0 28.0 7.0 60.0 55.0 101.0 28.0 30.0 36.0 62.0 106.0 90.0 6.0 38.0 30.0 20.0 1.0 17.0 36.0 0.251
24000 17.0 40.0 41.0 25.0 26.0 7.0 58.0 37.0 81.0 29.0 26.0 35.0 62.0 79.0 82.0 15.0 31.0 33.0 18.0 2.0 18.0 28.0 0.289
25000 19.0 53.0 48.0 33.0 33.0 11.0 68.0 60.0 114.0 36.0 31.0 36.0 63.0 117.0 104.0 15.0 47.0 36.0 26.0 4.0 26.0 47.0 0.248
26000 21.0 54.0 52.0 39.0 33.0 10.0 70.0 53.0 112.0 40.0 35.0 41.0 71.0 115.0 108.0 25.0 42.0 37.0 23.0 3.0 34.0 61.0 0.262
27000 14.0 30.0 26.0 15.0 19.0 5.0 24.0 22.0 40.0 19.0 22.0 31.0 49.0 58.0 54.0 14.0 23.0 19.0 11.0 2.0 9.0 21.0 0.283
28000 22.0 53.0 50.0 40.0 32.0 11.0 68.0 54.0 112.0 35.0 37.0 41.0 72.0 116.0 106.0 19.0 39.0 33.0 21.0 3.0 34.0 60.0 0.28
29000 20.0 51.0 46.0 34.0 30.0 10.0 63.0 55.0 103.0 33.0 32.0 40.0 69.0 112.0 90.0 21.0 41.0 30.0 18.0 3.0 26.0 42.0 0.258
30000 19.0 53.0 47.0 37.0 31.0 11.0 65.0 60.0 113.0 32.0 34.0 34.0 62.0 122.0 101.0 16.0 42.0 29.0 20.0 3.0 32.0 54.0 0.271
31000 21.0 55.0 52.0 43.0 34.0 13.0 72.0 61.0 120.0 40.0 34.0 41.0 72.0 119.0 112.0 30.0 45.0 37.0 24.0 6.0 36.0 60.0 0.272
32000 20.0 51.0 46.0 26.0 31.0 7.0 64.0 56.0 105.0 34.0 34.0 39.0 64.0 108.0 93.0 9.0 42.0 34.0 22.0 1.0 21.0 38.0 0.295
33000 18.0 50.0 50.0 33.0 31.0 10.0 77.0 57.0 112.0 36.0 30.0 35.0 62.0 107.0 112.0 21.0 41.0 44.0 23.0 3.0 30.0 44.0 0.278
34000 18.0 46.0 40.0 26.0 27.0 8.0 56.0 51.0 92.0 27.0 30.0 37.0 62.0 102.0 84.0 8.0 38.0 27.0 17.0 1.0 21.0 41.0 0.244
35000 22.0 58.0 52.0 34.0 35.0 10.0 69.0 64.0 120.0 35.0 37.0 42.0 76.0 128.0 110.0 7.0 45.0 34.0 24.0 1.0 30.0 51.0 0.256
36000 23.0 61.0 53.0 33.0 37.0 9.0 70.0 68.0 127.0 37.0 39.0 39.0 74.0 130.0 103.0 12.0 46.0 32.0 25.0 2.0 26.0 52.0 0.273
37000 16.0 33.0 34.0 19.0 23.0 6.0 50.0 25.0 63.0 21.0 27.0 34.0 57.0 63.0 72.0 5.0 24.0 22.0 12.0 0.0 14.0 27.0 0.289
38000 19.0 49.0 45.0 33.0 29.0 9.0 61.0 55.0 105.0 34.0 31.0 37.0 66.0 109.0 95.0 14.0 40.0 30.0 20.0 2.0 28.0 50.0 0.255
39000 21.0 54.0 47.0 32.0 32.0 10.0 62.0 58.0 105.0 32.0 36.0 41.0 71.0 124.0 102.0 8.0 44.0 31.0 22.0 1.0 29.0 51.0 0.258
40000 18.0 49.0 44.0 33.0 30.0 11.0 60.0 54.0 100.0 31.0 30.0 33.0 64.0 112.0 103.0 16.0 41.0 30.0 22.0 4.0 25.0 46.0 0.265
41000 22.0 55.0 52.0 40.0 34.0 12.0 69.0 53.0 108.0 38.0 36.0 43.0 78.0 123.0 119.0 27.0 43.0 38.0 25.0 5.0 38.0 62.0 0.256
42000 15.0 35.0 39.0 22.0 24.0 7.0 63.0 35.0 86.0 26.0 24.0 34.0 53.0 73.0 76.0 14.0 27.0 33.0 16.0 2.0 17.0 24.0 0.261
43000 18.0 46.0 45.0 27.0 29.0 7.0 65.0 44.0 95.0 33.0 29.0 36.0 62.0 98.0 94.0 17.0 36.0 35.0 21.0 2.0 24.0 43.0 0.277
44000 15.0 41.0 35.0 12.0 22.0 2.0 53.0 43.0 81.0 20.0 24.0 28.0 49.0 94.0 69.0 1.0 30.0 24.0 15.0 0.0 8.0 20.0 0.271
45000 18.0 48.0 44.0 30.0 27.0 7.0 65.0 56.0 108.0 31.0 29.0 35.0 60.0 107.0 86.0 11.0 38.0 28.0 17.0 1.0 24.0 38.0 0.247
46000 19.0 48.0 43.0 24.0 28.0 5.0 60.0 50.0 98.0 31.0 33.0 37.0 60.0 106.0 93.0 7.0 38.0 28.0 18.0 0.0 22.0 48.0 0.259
47000 17.0 46.0 44.0 32.0 29.0 10.0 63.0 50.0 98.0 34.0 27.0 34.0 62.0 98.0 92.0 20.0 39.0 35.0 21.0 3.0 25.0 40.0 0.276
48000 17.0 47.0 41.0 24.0 26.0 6.0 62.0 56.0 102.0 30.0 27.0 34.0 54.0 108.0 86.0 9.0 40.0 29.0 19.0 1.0 18.0 32.0 0.254
49000 16.0 38.0 38.0 25.0 23.0 7.0 57.0 32.0 77.0 24.0 27.0 31.0 58.0 78.0 77.0 17.0 26.0 28.0 14.0 2.0 18.0 32.0 0.279
50000 15.0 34.0 30.0 14.0 21.0 5.0 46.0 32.0 63.0 15.0 26.0 29.0 45.0 69.0 53.0 2.0 24.0 18.0 9.0 0.0 7.0 13.0 0.255
51000 13.0 32.0 35.0 23.0 20.0 6.0 57.0 28.0 74.0 23.0 21.0 29.0 49.0 68.0 75.0 17.0 23.0 28.0 12.0 2.0 19.0 32.0 0.264
52000 18.0 48.0 44.0 35.0 28.0 11.0 62.0 52.0 99.0 32.0 29.0 37.0 63.0 106.0 87.0 20.0 39.0 32.0 18.0 3.0 27.0 40.0 0.261
53000 16.0 45.0 43.0 29.0 27.0 8.0 63.0 51.0 100.0 32.0 25.0 33.0 58.0 99.0 89.0 19.0 38.0 30.0 18.0 3.0 23.0 35.0 0.282
54000 19.0 46.0 44.0 28.0 27.0 6.0 65.0 48.0 100.0 34.0 30.0 39.0 61.0 99.0 90.0 19.0 37.0 33.0 19.0 2.0 24.0 45.0 0.277
55000 7.0 14.0 9.0 1.0 8.0 0.0 4.0 10.0 11.0 3.0 13.0 16.0 23.0 32.0 22.0 0.0 11.0 2.0 2.0 0.0 0.0 2.0 0.296
56000 14.0 29.0 31.0 18.0 23.0 7.0 47.0 21.0 54.0 17.0 24.0 27.0 50.0 51.0 69.0 10.0 20.0 19.0 12.0 3.0 11.0 19.0 0.265
57000 14.0 39.0 36.0 18.0 22.0 5.0 59.0 45.0 93.0 25.0 24.0 29.0 50.0 85.0 64.0 4.0 32.0 29.0 15.0 0.0 14.0 21.0 0.274
58000 9.0 16.0 17.0 8.0 11.0 2.0 20.0 11.0 28.0 11.0 14.0 26.0 34.0 29.0 41.0 4.0 12.0 13.0 5.0 0.0 4.0 12.0 0.257
59000 19.0 48.0 46.0 30.0 31.0 10.0 63.0 48.0 101.0 28.0 33.0 36.0 68.0 102.0 98.0 10.0 36.0 31.0 20.0 3.0 28.0 41.0 0.254
60000 20.0 50.0 47.0 38.0 31.0 12.0 63.0 51.0 100.0 33.0 32.0 38.0 69.0 105.0 90.0 21.0 39.0 31.0 19.0 3.0 26.0 41.0 0.289
61000 23.0 59.0 55.0 48.0 35.0 14.0 74.0 63.0 125.0 40.0 38.0 44.0 76.0 130.0 108.0 31.0 44.0 36.0 22.0 5.0 42.0 63.0 0.255
62000 15.0 38.0 38.0 20.0 23.0 4.0 57.0 38.0 82.0 25.0 24.0 31.0 56.0 80.0 78.0 6.0 29.0 27.0 15.0 0.0 15.0 25.0 0.268
63000 15.0 37.0 36.0 19.0 22.0 4.0 56.0 38.0 80.0 25.0 24.0 32.0 53.0 80.0 75.0 7.0 30.0 27.0 15.0 0.0 15.0 27.0 0.248
64000 14.0 29.0 30.0 15.0 19.0 4.0 48.0 22.0 58.0 17.0 24.0 31.0 48.0 55.0 60.0 5.0 19.0 20.0 9.0 0.0 11.0 21.0 0.273
65000 20.0 54.0 48.0 39.0 33.0 13.0 63.0 58.0 108.0 31.0 35.0 36.0 69.0 120.0 103.0 16.0 42.0 30.0 21.0 4.0 33.0 54.0 0.262
66000 22.0 55.0 53.0 42.0 35.0 13.0 69.0 51.0 107.0 37.0 37.0 42.0 77.0 118.0 116.0 27.0 40.0 38.0 23.0 5.0 39.0 63.0 0.24
67000 16.0 38.0 37.0 17.0 24.0 4.0 54.0 38.0 79.0 25.0 25.0 34.0 54.0 78.0 76.0 3.0 31.0 28.0 17.0 0.0 14.0 26.0 0.248
68000 20.0 51.0 46.0 32.0 30.0 9.0 63.0 54.0 102.0 33.0 32.0 39.0 70.0 110.0 87.0 21.0 40.0 32.0 19.0 3.0 25.0 43.0 0.25
69000 19.0 51.0 48.0 36.0 31.0 11.0 66.0 55.0 107.0 35.0 31.0 39.0 68.0 111.0 101.0 19.0 42.0 34.0 21.0 3.0 31.0 48.0 0.247
70000 19.0 53.0 49.0 36.0 32.0 10.0 69.0 59.0 114.0 38.0 31.0 37.0 63.0 116.0 103.0 22.0 44.0 35.0 22.0 3.0 31.0 56.0 0.278
71000 24.0 61.0 57.0 44.0 37.0 12.0 75.0 60.0 123.0 42.0 39.0 44.0 78.0 135.0 121.0 31.0 45.0 39.0 26.0 5.0 40.0 68.0 0.267
72000 21.0 55.0 44.0 30.0 29.0 9.0 58.0 61.0 107.0 27.0 37.0 34.0 69.0 129.0 83.0 13.0 43.0 25.0 22.0 3.0 29.0 39.0 0.235
73000 17.0 39.0 42.0 29.0 25.0 8.0 62.0 33.0 86.0 29.0 28.0 36.0 60.0 80.0 89.0 18.0 26.0 32.0 15.0 2.0 22.0 39.0 0.272
74000 11.0 22.0 17.0 6.0 13.0 2.0 15.0 17.0 29.0 10.0 18.0 26.0 37.0 45.0 36.0 0.0 16.0 8.0 4.0 0.0 0.0 10.0 0.288
75000 17.0 46.0 39.0 27.0 26.0 8.0 54.0 51.0 91.0 24.0 29.0 32.0 59.0 103.0 79.0 7.0 36.0 23.0 15.0 1.0 20.0 37.0 0.254
76000 19.0 43.0 42.0 21.0 28.0 6.0 58.0 35.0 81.0 25.0 33.0 35.0 63.0 88.0 85.0 8.0 30.0 29.0 18.0 1.0 15.0 28.0 0.264
77000 17.0 35.0 33.0 16.0 25.0 6.0 44.0 29.0 56.0 24.0 29.0 34.0 60.0 69.0 66.0 4.0 30.0 24.0 17.0 0.0 10.0 17.0 0.278
78000 16.0 41.0 37.0 21.0 25.0 7.0 55.0 39.0 77.0 26.0 27.0 33.0 55.0 87.0 74.0 16.0 33.0 26.0 15.0 2.0 16.0 29.0 0.269
79000 20.0 51.0 44.0 27.0 30.0 8.0 54.0 55.0 97.0 29.0 34.0 38.0 66.0 114.0 95.0 5.0 41.0 28.0 20.0 1.0 25.0 41.0 0.264
80000 21.0 54.0 49.0 37.0 31.0 10.0 68.0 59.0 114.0 37.0 34.0 41.0 71.0 121.0 98.0 23.0 42.0 32.0 21.0 3.0 31.0 53.0 0.267
81000 12.0 32.0 29.0 13.0 17.0 2.0 45.0 34.0 66.0 18.0 20.0 25.0 44.0 75.0 64.0 3.0 26.0 20.0 11.0 0.0 11.0 22.0 0.281
82000 16.0 41.0 34.0 23.0 22.0 7.0 50.0 47.0 82.0 20.0 26.0 32.0 54.0 93.0 65.0 6.0 32.0 21.0 12.0 1.0 14.0 25.0 0.254
83000 17.0 42.0 38.0 21.0 24.0 5.0 55.0 43.0 85.0 25.0 28.0 36.0 58.0 93.0 78.0 5.0 33.0 26.0 15.0 0.0 18.0 35.0 0.267
84000 15.0 38.0 35.0 21.0 24.0 7.0 52.0 37.0 76.0 21.0 27.0 30.0 54.0 77.0 70.0 3.0 30.0 21.0 13.0 0.0 16.0 24.0 0.276
85000 16.0 39.0 37.0 18.0 24.0 5.0 53.0 33.0 75.0 20.0 28.0 31.0 53.0 84.0 78.0 2.0 26.0 27.0 14.0 0.0 16.0 29.0 0.251
86000 14.0 40.0 35.0 21.0 22.0 6.0 53.0 47.0 85.0 23.0 22.0 29.0 49.0 90.0 71.0 6.0 33.0 25.0 14.0 1.0 15.0 27.0 0.278
87000 14.0 34.0 36.0 23.0 21.0 6.0 56.0 33.0 76.0 25.0 22.0 32.0 52.0 73.0 78.0 15.0 26.0 29.0 14.0 2.0 18.0 28.0 0.262
88000 8.0 14.0 13.0 5.0 11.0 2.0 14.0 10.0 20.0 8.0 13.0 20.0 30.0 23.0 32.0 0.0 11.0 8.0 5.0 0.0 1.0 4.0 0.222
89000 20.0 50.0 43.0 30.0 28.0 8.0 59.0 55.0 101.0 30.0 33.0 38.0 63.0 110.0 81.0 10.0 39.0 27.0 17.0 1.0 21.0 38.0 0.23
90000 16.0 40.0 39.0 20.0 24.0 4.0 59.0 37.0 85.0 26.0 27.0 32.0 51.0 82.0 78.0 8.0 28.0 29.0 14.0 0.0 15.0 30.0 0.26
91000 13.0 32.0 33.0 11.0 21.0 3.0 53.0 30.0 73.0 17.0 22.0 28.0 46.0 63.0 72.0 0.0 21.0 25.0 12.0 0.0 8.0 16.0 0.245
92000 18.0 50.0 47.0 35.0 29.0 9.0 68.0 57.0 112.0 35.0 29.0 35.0 61.0 110.0 93.0 21.0 40.0 32.0 19.0 3.0 29.0 45.0 0.249
93000 15.0 39.0 36.0 16.0 23.0 4.0 53.0 40.0 79.0 24.0 25.0 32.0 52.0 84.0 75.0 2.0 32.0 28.0 16.0 0.0 14.0 26.0 0.245
94000 16.0 41.0 36.0 20.0 24.0 5.0 51.0 40.0 76.0 23.0 25.0 27.0 51.0 86.0 66.0 6.0 29.0 22.0 13.0 0.0 12.0 24.0 0.253
95000 17.0 44.0 42.0 28.0 27.0 8.0 60.0 44.0 90.0 28.0 28.0 33.0 63.0 93.0 94.0 15.0 34.0 30.0 18.0 3.0 21.0 39.0 0.255
96000 20.0 51.0 47.0 34.0 31.0 10.0 64.0 54.0 103.0 34.0 31.0 38.0 67.0 112.0 97.0 21.0 41.0 33.0 20.0 3.0 28.0 48.0 0.257
97000 19.0 49.0 45.0 29.0 31.0 10.0 63.0 52.0 98.0 30.0 31.0 36.0 63.0 104.0 88.0 9.0 39.0 33.0 20.0 1.0 19.0 33.0 0.271
98000 18.0 50.0 45.0 33.0 30.0 10.0 63.0 55.0 103.0 32.0 30.0 32.0 64.0 109.0 91.0 14.0 41.0 31.0 20.0 2.0 24.0 42.0 0.261
99000 18.0 48.0 43.0 32.0 28.0 10.0 60.0 52.0 97.0 30.0 30.0 36.0 63.0 107.0 89.0 10.0 39.0 30.0 18.0 1.0 24.0 38.0 0.234
100000 15.0 37.0 39.0 22.0 24.0 6.0 59.0 32.0 79.0 25.0 24.0 33.0 54.0 76.0 86.0 15.0 27.0 31.0 15.0 2.0 19.0 36.0 0.233
101000 20.0 52.0 45.0 30.0 31.0 9.0 58.0 55.0 100.0 29.0 35.0 36.0 67.0 113.0 87.0 7.0 41.0 27.0 19.0 1.0 23.0 41.0 0.277
102000 15.0 36.0 35.0 19.0 25.0 6.0 53.0 29.0 67.0 24.0 24.0 24.0 47.0 69.0 65.0 8.0 28.0 22.0 16.0 1.0 11.0 19.0 0.261
103000 19.0 46.0 41.0 25.0 26.0 6.0 54.0 47.0 91.0 26.0 33.0 36.0 61.0 103.0 86.0 11.0 35.0 25.0 17.0 2.0 23.0 40.0 0.266
104000 17.0 42.0 41.0 23.0 25.0 5.0 60.0 42.0 88.0 29.0 25.0 36.0 60.0 89.0 84.0 16.0 33.0 31.0 17.0 2.0 19.0 33.0 0.274
105000 17.0 42.0 39.0 24.0 25.0 7.0 53.0 42.0 82.0 28.0 28.0 33.0 57.0 96.0 93.0 9.0 35.0 31.0 19.0 2.0 21.0 36.0 0.264
106000 14.0 32.0 25.0 10.0 20.0 4.0 33.0 29.0 44.0 16.0 25.0 24.0 43.0 65.0 50.0 2.0 27.0 15.0 12.0 0.0 5.0 9.0 0.251
107000 16.0 35.0 37.0 23.0 24.0 7.0 56.0 27.0 69.0 25.0 25.0 36.0 57.0 67.0 80.0 17.0 26.0 28.0 14.0 2.0 20.0 34.0 0.278
108000 18.0 46.0 44.0 28.0 28.0 7.0 61.0 44.0 91.0 32.0 29.0 36.0 65.0 98.0 93.0 18.0 36.0 33.0 19.0 2.0 24.0 44.0 0.268
109000 16.0 42.0 36.0 14.0 24.0 4.0 50.0 45.0 84.0 17.0 30.0 29.0 53.0 95.0 72.0 0.0 30.0 22.0 14.0 0.0 16.0 20.0 0.286
110000 17.0 45.0 38.0 25.0 26.0 8.0 56.0 52.0 92.0 28.0 27.0 31.0 57.0 101.0 74.0 8.0 37.0 25.0 18.0 1.0 15.0 28.0 0.243
111000 16.0 36.0 37.0 23.0 22.0 6.0 57.0 31.0 76.0 24.0 26.0 35.0 58.0 79.0 78.0 17.0 26.0 28.0 14.0 2.0 18.0 32.0 0.283
112000 19.0 46.0 40.0 26.0 27.0 8.0 51.0 48.0 84.0 27.0 30.0 38.0 64.0 103.0 84.0 8.0 37.0 28.0 17.0 1.0 19.0 36.0 0.273
113000 20.0 50.0 43.0 30.0 29.0 9.0 55.0 54.0 96.0 28.0 34.0 37.0 68.0 112.0 86.0 10.0 40.0 26.0 18.0 2.0 23.0 41.0 0.241
114000 19.0 46.0 46.0 31.0 28.0 8.0 65.0 45.0 97.0 31.0 30.0 39.0 66.0 101.0 96.0 16.0 34.0 33.0 18.0 2.0 29.0 41.0 0.279
115000 22.0 53.0 50.0 36.0 32.0 9.0 68.0 52.0 108.0 37.0 36.0 42.0 73.0 112.0 102.0 23.0 40.0 34.0 21.0 3.0 29.0 55.0 0.233
116000 21.0 50.0 49.0 31.0 32.0 8.0 68.0 45.0 105.0 33.0 35.0 40.0 66.0 102.0 90.0 15.0 36.0 34.0 21.0 2.0 23.0 45.0 0.283
117000 14.0 38.0 38.0 24.0 23.0 7.0 60.0 40.0 87.0 25.0 23.0 31.0 52.0 81.0 77.0 15.0 30.0 29.0 14.0 2.0 19.0 30.0 0.271
118000 20.0 46.0 39.0 21.0 28.0 6.0 50.0 43.0 77.0 24.0 32.0 35.0 63.0 101.0 76.0 4.0 34.0 22.0 17.0 0.0 14.0 29.0 0.276
119000 18.0 49.0 47.0 35.0 29.0 10.0 69.0 52.0 110.0 34.0 31.0 36.0 63.0 107.0 95.0 22.0 39.0 33.0 20.0 3.0 29.0 45.0 0.266
120000 19.0 45.0 42.0 22.0 28.0 6.0 56.0 43.0 86.0 28.0 29.0 38.0 63.0 94.0 88.0 3.0 35.0 31.0 19.0 0.0 16.0 30.0 0.255
121000 19.0 49.0 45.0 32.0 30.0 10.0 63.0 53.0 100.0 35.0 30.0 36.0 66.0 110.0 96.0 20.0 42.0 35.0 23.0 3.0 25.0 42.0 0.246
122000 21.0 56.0 50.0 37.0 33.0 11.0 68.0 61.0 114.0 35.0 35.0 39.0 75.0 120.0 96.0 21.0 43.0 33.0 21.0 3.0 27.0 47.0 0.25
123000 16.0 44.0 38.0 24.0 25.0 7.0 54.0 50.0 90.0 23.0 27.0 31.0 56.0 98.0 79.0 5.0 35.0 23.0 15.0 1.0 18.0 32.0 0.261
124000 12.0 33.0 31.0 14.0 19.0 4.0 50.0 36.0 73.0 19.0 21.0 27.0 42.0 75.0 74.0 0.0 28.0 24.0 14.0 0.0 11.0 20.0 0.254
125000 17.0 45.0 43.0 32.0 28.0 10.0 63.0 51.0 100.0 31.0 27.0 35.0 63.0 98.0 97.0 18.0 38.0 31.0 20.0 4.0 25.0 41.0 0.269
126000 21.0 57.0 56.0 46.0 37.0 15.0 76.0 62.0 127.0 41.0 37.0 39.0 73.0 122.0 122.0 27.0 46.0 39.0 27.0 6.0 42.0 57.0 0.276
127000 20.0 48.0 47.0 32.0 29.0 8.0 65.0 46.0 98.0 32.0 32.0 40.0 70.0 107.0 99.0 18.0 35.0 33.0 18.0 2.0 30.0 45.0 0.283
128000 18.0 47.0 45.0 36.0 29.0 11.0 63.0 50.0 99.0 33.0 29.0 37.0 66.0 102.0 95.0 21.0 38.0 32.0 19.0 3.0 29.0 47.0 0.236
129000 16.0 38.0 38.0 24.0 23.0 6.0 58.0 38.0 82.0 27.0 25.0 36.0 58.0 82.0 81.0 17.0 30.0 29.0 15.0 2.0 21.0 35.0 0.242
130000 22.0 56.0 51.0 42.0 35.0 14.0 67.0 59.0 111.0 38.0 36.0 43.0 77.0 121.0 109.0 30.0 46.0 35.0 23.0 6.0 33.0 57.0 0.296
131000 19.0 50.0 43.0 30.0 29.0 9.0 58.0 55.0 100.0 29.0 32.0 35.0 63.0 112.0 87.0 7.0 41.0 27.0 19.0 1.0 23.0 41.0 0.273
132000 17.0 47.0 40.0 26.0 26.0 7.0 56.0 52.0 94.0 26.0 28.0 32.0 58.0 105.0 76.0 9.0 36.0 25.0 15.0 1.0 19.0 37.0 0.284
133000 21.0 52.0 49.0 35.0 32.0 11.0 67.0 55.0 107.0 33.0 35.0 40.0 69.0 116.0 101.0 18.0 40.0 34.0 20.0 3.0 31.0 46.0 0.274
134000 18.0 42.0 42.0 26.0 27.0 7.0 60.0 40.0 86.0 31.0 28.0 39.0 64.0 88.0 92.0 17.0 34.0 33.0 19.0 2.0 24.0 42.0 0.257
135000 17.0 46.0 35.0 23.0 24.0 7.0 44.0 51.0 81.0 20.0 30.0 30.0 58.0 110.0 74.0 7.0 37.0 18.0 15.0 1.0 19.0 35.0 0.231
136000 20.0 54.0 49.0 39.0 33.0 13.0 66.0 58.0 108.0 36.0 33.0 39.0 72.0 119.0 109.0 28.0 45.0 35.0 24.0 6.0 31.0 53.0 0.233
137000 15.0 37.0 37.0 27.0 23.0 9.0 57.0 36.0 80.0 24.0 25.0 32.0 55.0 77.0 72.0 16.0 27.0 29.0 13.0 2.0 18.0 28.0 0.257
138000 15.0 37.0 34.0 17.0 21.0 4.0 51.0 38.0 75.0 22.0 23.0 33.0 53.0 82.0 77.0 3.0 29.0 26.0 14.0 0.0 13.0 27.0 0.252
139000 15.0 38.0 37.0 20.0 24.0 6.0 55.0 38.0 82.0 22.0 26.0 30.0 55.0 77.0 70.0 3.0 28.0 26.0 14.0 0.0 13.0 23.0 0.324
140000 15.0 38.0 37.0 21.0 23.0 5.0 54.0 38.0 80.0 24.0 24.0 32.0 55.0 82.0 83.0 4.0 29.0 26.0 15.0 0.0 17.0 32.0 0.268
141000 16.0 40.0 41.0 23.0 27.0 8.0 64.0 41.0 91.0 30.0 26.0 37.0 59.0 77.0 87.0 14.0 33.0 33.0 18.0 2.0 21.0 27.0 0.233
142000 20.0 51.0 49.0 37.0 31.0 10.0 69.0 56.0 113.0 38.0 32.0 40.0 70.0 109.0 96.0 23.0 41.0 34.0 21.0 3.0 31.0 48.0 0.274
143000 20.0 52.0 50.0 39.0 31.0 10.0 69.0 52.0 110.0 35.0 34.0 37.0 69.0 114.0 106.0 18.0 38.0 33.0 20.0 2.0 34.0 57.0 0.234
144000 17.0 44.0 37.0 25.0 24.0 7.0 53.0 50.0 89.0 22.0 28.0 33.0 58.0 99.0 70.0 7.0 34.0 21.0 13.0 1.0 17.0 30.0 0.251
145000 21.0 57.0 54.0 46.0 36.0 15.0 72.0 60.0 118.0 40.0 35.0 40.0 75.0 125.0 118.0 30.0 46.0 39.0 25.0 6.0 42.0 65.0 0.266
146000 15.0 39.0 35.0 24.0 22.0 7.0 53.0 45.0 84.0 24.0 23.0 32.0 53.0 88.0 71.0 8.0 32.0 25.0 14.0 1.0 16.0 28.0 0.244
147000 17.0 40.0 41.0 23.0 26.0 7.0 59.0 34.0 81.0 28.0 29.0 36.0 58.0 79.0 82.0 14.0 30.0 34.0 17.0 2.0 20.0 29.0 0.252
148000 15.0 37.0 35.0 21.0 22.0 6.0 54.0 35.0 79.0 20.0 26.0 31.0 53.0 80.0 74.0 6.0 27.0 24.0 13.0 1.0 15.0 33.0 0.262
149000 23.0 54.0 53.0 33.0 35.0 9.0 70.0 51.0 108.0 37.0 37.0 44.0 76.0 113.0 111.0 19.0 40.0 39.0 24.0 3.0 32.0 49.0 0.278
150000 14.0 30.0 31.0 12.0 20.0 3.0 49.0 24.0 60.0 18.0 23.0 32.0 51.0 55.0 62.0 3.0 22.0 22.0 11.0 0.0 9.0 19.0 0.273
151000 18.0 47.0 42.0 28.0 28.0 8.0 57.0 46.0 90.0 29.0 30.0 34.0 64.0 105.0 96.0 15.0 36.0 29.0 20.0 3.0 22.0 47.0 0.262
152000 20.0 47.0 42.0 23.0 27.0 5.0 53.0 44.0 85.0 29.0 33.0 39.0 68.0 104.0 81.0 6.0 36.0 29.0 18.0 0.0 19.0 35.0 0.27
153000 21.0 58.0 52.0 34.0 35.0 10.0 70.0 61.0 115.0 38.0 33.0 36.0 68.0 128.0 98.0 21.0 46.0 37.0 25.0 3.0 26.0 46.0 0.283
