*Vertices 643
*Arcs
579	557
580	66
580	187
580	303
580	527
580	610
580	617
581	52
581	184
583	254
583	398
583	606
584	213
584	322
584	546
585	172
585	380
586	220
586	261
586	625
587	338
588	269
588	484
588	530
589	175
589	196
589	618
590	1
590	282
590	474
592	2
592	127
592	143
592	189
592	251
592	284
592	301
593	415
593	432
595	97
596	321
596	490
597	358
597	607
598	29
598	40
598	56
598	74
598	192
598	206
598	208
598	212
598	390
598	397
598	401
598	551
598	570
599	231
600	81
601	48
601	575
602	135
602	404
603	409
603	468
604	91
605	201
605	547
606	254
606	315
606	583
607	211
607	388
607	597
608	61
608	92
608	389
609	238
609	443
610	187
610	303
610	490
610	527
610	543
610	580
610	617
611	119
612	22
612	405
613	293
613	463
614	407
617	66
617	187
617	303
617	418
617	439
617	527
617	580
617	610
618	589
619	22
619	267
619	471
620	113
620	453
621	254
621	559
622	403
623	350
624	25
624	211
624	409
625	288
625	323
625	586
626	366
627	16
627	47
627	62
627	400
627	575
628	63
628	449
629	112
629	119
629	417
630	8
630	176
630	264
630	282
631	266
631	328
631	532
632	55
632	88
632	147
632	228
632	262
632	295
632	369
632	377
632	513
632	560
632	577
633	199
635	448
635	466
636	413
637	205
639	534
640	333
640	431
640	447
640	454
640	487
640	490
641	434
642	272
643	155
643	298
643	322
